,loss,train_score,test_score,time
0,0.6718589067459106,0.5625783783783784,0.5783625730994152,0.9395535310109456
1,0.6098630428314209,0.6666630630630631,0.6726900584795321,0.9395535310109456
2,0.5596671104431152,0.687544144144144,0.6982456140350877,0.9395535310109456
3,0.562874972820282,0.6563819819819819,0.6590643274853801,0.9395535310109456
4,0.5435187816619873,0.6656630630630631,0.6657309941520468,0.9395535310109456
5,0.5470436215400696,0.6859045045045044,0.6925438596491228,0.9395535310109456
6,0.5418065190315247,0.6817441441441442,0.689766081871345,0.9395535310109456
7,0.5468262434005737,0.6762234234234235,0.6807309941520469,0.9395535310109456
8,0.5476062297821045,0.6756234234234235,0.676842105263158,0.9395535310109456
9,0.5427682995796204,0.6787837837837837,0.6812865497076025,0.9395535310109456
10,0.5423730611801147,0.6769837837837838,0.6768421052631579,0.9395535310109456
11,0.5404443144798279,0.6693027027027029,0.6701754385964913,0.9395535310109456
12,0.5383164882659912,0.6685027027027027,0.6707309941520468,0.9395535310109456
13,0.5362775325775146,0.6765837837837839,0.6812865497076024,0.9395535310109456
14,0.5355420708656311,0.6855441441441441,0.6878070175438596,0.9395535310109456
15,0.5332518815994263,0.6766234234234234,0.6761403508771929,0.9395535310109456
16,0.5322006344795227,0.6748234234234234,0.6750292397660819,0.9395535310109456
17,0.5316417217254639,0.6724234234234235,0.6716959064327486,0.9395535310109456
18,0.5358003973960876,0.6744234234234235,0.6744736842105263,0.9395535310109456
19,0.5348836779594421,0.6809441441441442,0.6800292397660819,0.9395535310109456
20,0.5317375659942627,0.6803837837837838,0.6789181286549708,0.9395535310109456
21,0.5324954390525818,0.6736234234234234,0.6733625730994153,0.9395535310109456
22,0.5334181189537048,0.6736234234234234,0.6733625730994153,0.9395535310109456
23,0.5321255922317505,0.6757837837837838,0.6733625730994153,0.9395535310109456
24,0.5316008925437927,0.6732234234234236,0.6733625730994153,0.9395535310109456
25,0.5295590162277222,0.6753837837837837,0.6761403508771929,0.9395535310109456
26,0.5342119336128235,0.6740234234234235,0.6750292397660819,0.9395535310109456
27,0.5282705426216125,0.6772234234234235,0.676140350877193,0.9395535310109456
28,0.5291301608085632,0.6746630630630632,0.6755847953216374,0.9395535310109456
29,0.5289687514305115,0.6821837837837839,0.682251461988304,0.9395535310109456
30,0.5262033939361572,0.6825837837837838,0.6828070175438596,0.9395535310109456
31,0.528163492679596,0.684544144144144,0.6828070175438596,0.9395535310109456
32,0.5270665884017944,0.6812234234234233,0.681140350877193,0.9395535310109456
33,0.5303040146827698,0.6786630630630631,0.6783625730994153,0.9395535310109456
34,0.5284270644187927,0.6845837837837837,0.6839181286549708,0.9395535310109456
35,0.522686779499054,0.6851837837837838,0.6855847953216374,0.9395535310109456
36,0.5265985727310181,0.6845837837837837,0.6833625730994153,0.9395535310109456
37,0.5261071920394897,0.6796234234234234,0.6800292397660819,0.9395535310109456
38,0.5297383666038513,0.6810234234234236,0.6828070175438596,0.9395535310109456
39,0.5252872705459595,0.6822234234234236,0.6833625730994153,0.9395535310109456
40,0.5239081382751465,0.688944144144144,0.6878070175438595,0.9395535310109456
41,0.5227611064910889,0.6925045045045044,0.6905847953216374,0.9395535310109456
42,0.5268030166625977,0.6911441441441442,0.6935087719298245,0.9395535310109456
43,0.5234283208847046,0.6897045045045044,0.6872514619883041,0.9395535310109456
44,0.5256245136260986,0.6869045045045045,0.6861403508771929,0.9395535310109456
45,0.5227794051170349,0.6939045045045045,0.6957309941520466,0.9395535310109456
46,0.5246819853782654,0.6932648648648648,0.6957309941520466,0.9395535310109456
47,0.5211578011512756,0.6841441441441439,0.6861403508771929,0.9395535310109456
48,0.5200170874595642,0.6881045045045043,0.6923976608187133,0.9395535310109456
49,0.5217685103416443,0.6950648648648649,0.6962865497076023,0.9395535310109456
